full_name,birth_date,birth_year,birth_month,birth_day,height_cm,weight_kg,hometown,throw_bat
野****,2007年05月23日,2007,5,23,170cm,80kg,愛知県,右投げ/右打ち
山****,2000年12月14日,2000,12,14,178cm,83kg,神奈川県,右投げ/左打ち
頓****,1996年11月17日,1996,11,17,182cm,103kg,岡山県,右投げ/右打ち
石***,1995年07月20日,1995,7,20,181cm,87kg,神奈川県,右投げ/右打ち
福***,1999年07月28日,1999,7,28,175cm,87kg,神奈川県,右投げ/右打ち
森***,1995年08月08日,1995,8,8,170cm,85kg,大阪府,右投げ/左打ち
若****,1995年10月04日,1995,10,4,180cm,88kg,埼玉県,右投げ/右打ち
河****,2005年04月16日,2005,4,16,180cm,80kg,大阪府,右投げ/右打ち
東****,2000年05月05日,2000,5,5,180cm,83kg,香川県,右投げ/右打ち
前****,2001年08月13日,2001,8,13,182cm,90kg,三重県,右投げ/右打ち
本****,1999年07月27日,1999,7,27,181cm,74kg,神奈川県,右投げ/左打ち
宇*****,1998年11月10日,1998,11,10,184cm,92kg,埼玉県,右投げ/右打ち
小*****,1998年10月10日,1998,10,10,173cm,83kg,秋田県,右投げ/右打ち
乾***,2006年06月28日,2006,6,28,188cm,88kg,茨城県,右投げ/右打ち
上****,2007年03月13日,2007,3,13,178cm,84kg,静岡県,右投げ/右打ち
芦****,2000年02月09日,2000,2,9,185cm,98kg,千葉県,右投げ/右打ち
宮****,2005年08月07日,2005,8,7,176cm,86kg,沖縄県,右投げ/右打ち
寿****,2005年06月16日,2005,6,16,180cm,85kg,香川県,左投げ/左打ち
陳***,2006年03月23日,2006,3,23,181cm,84kg,台湾,右投げ/左打ち
渡****,2003年12月12日,2003,12,12,172cm,74kg,神奈川,左投げ/左打ち
シ**********,2003年03月18日,2003,3,18,192cm,105kg,東京都,右投げ/右打ち
権****,2000年01月28日,2000,1,28,180cm,90kg,長野県,右投げ/右打ち
高****,1999年12月03日,1999,12,3,181cm,88kg,北海道,右投げ/右打ち
才****,2000年06月10日,2000,6,10,182cm,86kg,大阪府,右投げ/右打ち
川****,2002年06月18日,2002,6,18,183cm,93kg,大分県,右投げ/右打ち
佐****,2001年04月16日,2001,4,16,190cm,97kg,神奈川県,左投げ/左打ち
シ********,1997年05月07日,1997,5,7,213cm,113kg,アメリカ,右投げ/右打ち
入****,2000年05月26日,2000,5,26,177cm,78kg,大阪府,右投げ/右打ち
博*,1997年03月22日,1997,3,22,182cm,95kg,静岡県,右投げ/右打ち
ル*******,1993年05月09日,1993,5,9,188cm,84kg,ドミニカ共和国,右投げ/右打ち
山****,1991年09月19日,1991,9,19,185cm,95kg,福井県,左投げ/左打ち
横***,1997年12月28日,1997,12,28,181cm,91kg,宮崎県,右投げ/両打ち
片****,2002年10月07日,2002,10,7,177cm,81kg,北海道,右投げ/左打ち
東****,2005年04月29日,2005,4,29,179cm,86kg,愛知県,左投げ/左打ち
山****,2006年05月14日,2006,5,14,193cm,97kg,東京都,右投げ/右打ち
高***,2003年07月27日,2003,7,27,178cm,83kg,北海道,右投げ/右打ち
ア*********,1993年04月22日,1993,4,22,185cm,105kg,ベネズエラ,右投げ/右打ち
佐****,2007年07月13日,2007,7,13,173cm,75kg,神奈川県,左投げ/左打ち
岩***,1989年10月21日,1989,10,21,189cm,98kg,千葉県,右投げ/右打ち
森***,2007年08月01日,2007,8,1,190cm,90kg,宮崎県,右投げ/左打ち
古*****,1999年06月29日,1999,6,29,175cm,85kg,茨城県,右投げ/右打ち
藤****,2007年10月23日,2007,10,23,183cm,93kg,福岡県,右投げ/右打ち
